vin_1_10,county,city,state,zip_code,model_year,make,model,ev_type,cafv_type,electric_range,legislative_district,dol_vehicle_id,geocoded_column,electric_utility,_2020_census_tract
7FCEHEB24T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,294938038,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
7SAYGAEE0T,Jefferson,Port Hadlock,WA,98339,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,296828402,"{'type': 'Point', 'coordinates': [-122.75878, 48.03591]}",BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950400
5YJ3E1EA6T,King,Seattle,WA,98107,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,291609874,"{'type': 'Point', 'coordinates': [-122.37889, 47.66905]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301
7SAYGDEE0T,Kitsap,Port Orchard,WA,98367,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,287250344,"{'type': 'Point', 'coordinates': [-122.68516, 47.50645]}",PUGET SOUND ENERGY INC,53035092101
7FCEHEB21T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,294773622,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
7SAYGDEE0T,Snohomish,Bothell,WA,98021,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,296833442,"{'type': 'Point', 'coordinates': [-122.17946, 47.80259]}",PUGET SOUND ENERGY INC,53061051937
7FCEHEB24T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,296891234,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
KNDPZDDH7T,Snohomish,Bothell,WA,98021,2026,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,1,287588941,"{'type': 'Point', 'coordinates': [-122.17946, 47.80259]}",PUGET SOUND ENERGY INC,53061051937
JTMAAAAE1T,King,Enumclaw,WA,98022,2026,SUBARU,UNCHARTED,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,31,290975471,"{'type': 'Point', 'coordinates': [-121.99136, 47.20433]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031502
3FMTK4SXXT,Spokane,Deer Park,WA,99006,2026,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,7,290728588,"{'type': 'Point', 'coordinates': [-117.47154, 47.95431]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010301
JTMBGAHC2T,Skamania,Washougal,WA,98671,2026,SUBARU,TRAILSEEKER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,293805718,"{'type': 'Point', 'coordinates': [-122.35341, 45.57923]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,53059950200
5UX43EU03T,Pierce,Gig Harbor,WA,98332,2026,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,26,290934479,"{'type': 'Point', 'coordinates': [-122.58965, 47.34235]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072506
7SAYGDEE0T,King,Renton,WA,98056,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,285689596,"{'type': 'Point', 'coordinates': [-122.18839, 47.51197]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
7SAYGDEE8T,Snohomish,Marysville,WA,98271,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,38,280425113,"{'type': 'Point', 'coordinates': [-122.17138, 48.10433]}",PUGET SOUND ENERGY INC,53061053101
5YM33CS04T,Clark,Ridgefield,WA,98642,2026,BMW,XM,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,18,291794968,"{'type': 'Point', 'coordinates': [-122.74595, 45.81539]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303
7SAYGDEE8T,Pierce,Bonney Lake,WA,98391,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,31,291285004,"{'type': 'Point', 'coordinates': [-122.17144, 47.19175]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070308
7FCEHEB24T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,296822354,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
7SAYGDEE6T,Stevens,Valley,WA,99181,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,7,283526428,"{'type': 'Point', 'coordinates': [-117.72555, 48.17623]}",AVISTA CORP,53065951100
JTDACACU8T,Clark,Vancouver,WA,98665,2026,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,44,49,294327197,"{'type': 'Point', 'coordinates': [-122.66592, 45.67856]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040810
7SAYGDEE6T,Kittitas,Ellensburg,WA,98926,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,13,282119085,"{'type': 'Point', 'coordinates': [-120.54872, 46.99703]}",PUGET SOUND ENERGY INC,53037975203
7SAYGDED0T,King,Bellevue,WA,98027,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,288154863,"{'type': 'Point', 'coordinates': [-122.03439, 47.5301]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025008
7SAYGDEE8T,King,Redmond,WA,98052,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,292649136,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
7FCEHEB23T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,296981618,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
WP1BN2AY7T,Snohomish,Edmonds,WA,98026,2026,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,21,285243444,"{'type': 'Point', 'coordinates': [-122.34022, 47.78778]}",PUGET SOUND ENERGY INC,53061050200
JTMBGAHB2T,Whatcom,Bellingham,WA,98225,2026,TOYOTA,BZ WOODLAND,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,42,290664608,"{'type': 'Point', 'coordinates': [-122.47091, 48.75256]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000501
7PDSGCBA9T,King,Tukwila,WA,98168,2026,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,289531175,"{'type': 'Point', 'coordinates': [-122.29411, 47.48924]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026300
JTMBDAFC5T,Spokane,Spokane,WA,99206,2026,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,4,287810505,"{'type': 'Point', 'coordinates': [-117.24781, 47.63516]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063012402
7SAYGDEEXT,King,Bellevue,WA,98005,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,283451843,"{'type': 'Point', 'coordinates': [-122.15821, 47.62184]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
7FCEHEB21T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,294746686,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
7SAYGDEE7T,King,Auburn,WA,98092,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,283404999,"{'type': 'Point', 'coordinates': [-122.18263, 47.31825]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
7SAYGDEE4T,Pierce,Fox Island,WA,98333,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,289696151,"{'type': 'Point', 'coordinates': [-122.65107, 47.27375]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072410
7SAYGDEE2T,King,Seattle,WA,98118,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,293943919,"{'type': 'Point', 'coordinates': [-122.28083, 47.54693]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010401
7SAYGDEE4T,Thurston,Olympia,WA,98501,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,284968491,"{'type': 'Point', 'coordinates': [-122.89165, 47.03954]}",PUGET SOUND ENERGY INC,53067011721
3GN7DMRR3T,Spokane,Airway Heights,WA,99001,2026,CHEVROLET,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,290856275,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
5YJ3E1EA2T,Snohomish,Mountlake Terrace,WA,98043,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,290045367,"{'type': 'Point', 'coordinates': [-122.31111, 47.78803]}",PUGET SOUND ENERGY INC,53061051100
7FCEHEB28T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,296387710,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
JTM7ERAV9T,Thurston,Lacey,WA,98516,2026,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,52,22,294554389,"{'type': 'Point', 'coordinates': [-122.78598, 47.08476]}",PUGET SOUND ENERGY INC,53067012226
7SAYGDED7T,Snohomish,Lake Stevens,WA,98258,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,289991621,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061053505
JTM7ERAV4T,King,Seattle,WA,98118,2026,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,52,37,290865515,"{'type': 'Point', 'coordinates': [-122.28083, 47.54693]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011101
7SAYGDEEXT,Pierce,Bonney Lake,WA,98391,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,31,289740230,"{'type': 'Point', 'coordinates': [-122.17144, 47.19175]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070209
7SAYGDED2T,King,Redmond,WA,98053,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,291875650,"{'type': 'Point', 'coordinates': [-122.04072, 47.68875]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
7SAYGDEEXT,King,Seattle,WA,98118,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,279073609,"{'type': 'Point', 'coordinates': [-122.28083, 47.54693]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102
7SAYGAEEXT,King,Sammamish,WA,98075,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,291984612,"{'type': 'Point', 'coordinates': [-122.03539, 47.61344]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
7SAYGDEDXT,Pierce,Spanaway,WA,98387,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,29,293028256,"{'type': 'Point', 'coordinates': [-122.41046, 47.06512]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071411
7SAYGDET5T,King,Issaquah,WA,98029,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5,293939264,"{'type': 'Point', 'coordinates': [-122.01656, 47.57118]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
5YJ3E1EAXT,Spokane,Spokane Valley,WA,99212,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,4,287878881,"{'type': 'Point', 'coordinates': [-117.31205, 47.66648]}",BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063012300
KNDPZDDH9T,King,Auburn,WA,98092,2026,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,47,291664593,"{'type': 'Point', 'coordinates': [-122.18263, 47.31825]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031605
7SAYGDEE7T,Pierce,Tacoma,WA,98405,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,27,285231838,"{'type': 'Point', 'coordinates': [-122.45153, 47.25113]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061700
JTMBDAFBXT,Benton,Kennewick,WA,99338,2026,TOYOTA,BZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,8,289681066,"{'type': 'Point', 'coordinates': [-119.1973, 46.19115]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010815
7SAYGDEE7T,Snohomish,Monroe,WA,98272,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,289950930,"{'type': 'Point', 'coordinates': [-121.98087, 47.8526]}",PUGET SOUND ENERGY INC,53061052203
7SAYGDEE3T,Pierce,Tacoma,WA,98404,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,27,294917521,"{'type': 'Point', 'coordinates': [-122.40954, 47.21727]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062300
1GYKPWRL7T,Snohomish,Bothell,WA,98021,2026,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,289922874,"{'type': 'Point', 'coordinates': [-122.17946, 47.80259]}",PUGET SOUND ENERGY INC,53061051918
JTJBCACB0T,Spokane,Deer Park,WA,99006,2026,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,7,291159018,"{'type': 'Point', 'coordinates': [-117.47154, 47.95431]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010301
7FCTGBAP2T,King,Kirkland,WA,98033,2026,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,286417351,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
5YJ3E1ET7T,Clark,Battle Ground,WA,98604,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,294924885,"{'type': 'Point', 'coordinates': [-122.5331, 45.78092]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040415
7SAYGDEE2T,King,Renton,WA,98059,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,280847241,"{'type': 'Point', 'coordinates': [-122.11589, 47.50243]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913
7SAXCBE62T,King,Issaquah,WA,98027,2026,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5,290196441,"{'type': 'Point', 'coordinates': [-122.03439, 47.5301]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
7SAYGAEE0T,Clark,Ridgefield,WA,98642,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,292662856,"{'type': 'Point', 'coordinates': [-122.74595, 45.81539]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303
7FCEHEB20T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,295001164,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
7SAYGDEE9T,Pacific,Nahcotta,WA,98640,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,19,285771496,"{'type': 'Point', 'coordinates': [-124.04987, 46.49147]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,53049950802
7YAMWFS52T,King,Issaquah,WA,98029,2026,HYUNDAI,IONIQ 9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5,292816723,"{'type': 'Point', 'coordinates': [-122.01656, 47.57118]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
3GYK3EM43T,King,Kent,WA,98031,2026,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,291317694,"{'type': 'Point', 'coordinates': [-122.20125, 47.39318]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
3GN7DNRR9T,Thurston,Olympia,WA,98513,2026,CHEVROLET,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,2,291453137,"{'type': 'Point', 'coordinates': [-122.80933, 46.99531]}",PUGET SOUND ENERGY INC,53067012330
WB543CF07T,King,Bellevue,WA,98027,2026,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,282588547,"{'type': 'Point', 'coordinates': [-122.03439, 47.5301]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
7SAYGDEE5T,Whatcom,Bellingham,WA,98226,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,42,287281319,"{'type': 'Point', 'coordinates': [-122.49756, 48.7999]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803
7SAYGDEE8T,Snohomish,Marysville,WA,98270,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,293677730,"{'type': 'Point', 'coordinates': [-122.1769, 48.06114]}",PUGET SOUND ENERGY INC,53061052711
7SAYGDEE8T,Grays Harbor,Ocean Shores,WA,98569,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,282708562,"{'type': 'Point', 'coordinates': [-124.16408, 47.01156]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000201
JTMBEAGC0T,Whatcom,Bellingham,WA,98225,2026,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,40,295196660,"{'type': 'Point', 'coordinates': [-122.47091, 48.75256]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001101
3GPKHXRJ3T,Snohomish,Bothell,WA,98012,2026,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,291784139,"{'type': 'Point', 'coordinates': [-122.20105, 47.84423]}",PUGET SOUND ENERGY INC,53061041703
7FCEHEB29T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,294671702,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
7FCTGCAA2T,King,Tukwila,WA,98168,2026,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,285320311,"{'type': 'Point', 'coordinates': [-122.29411, 47.48924]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026300
3GN7DMRPXT,Snohomish,Lake Stevens,WA,98258,2026,CHEVROLET,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,285745106,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061052607
7YAKNDDC8T,Clark,Vancouver,WA,98685,2026,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,294681677,"{'type': 'Point', 'coordinates': [-122.70334, 45.70429]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907
5YJ3E1EB8T,King,Bellevue,WA,98005,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,290188825,"{'type': 'Point', 'coordinates': [-122.15821, 47.62184]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
7SAYGDED7T,Kitsap,Bainbridge Island,WA,98110,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,286555454,"{'type': 'Point', 'coordinates': [-122.521, 47.62759]}",PUGET SOUND ENERGY INC,53035090700
7SAYGDEE3T,Snohomish,Lake Stevens,WA,98258,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,287823378,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061052504
JM3KKCHA5T,Snohomish,Mukilteo,WA,98275,2026,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,21,287348015,"{'type': 'Point', 'coordinates': [-122.29196, 47.89908]}",PUGET SOUND ENERGY INC,53061041301
5LMTJ5DZ1T,Spokane,Spokane,WA,99206,2026,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,4,289226192,"{'type': 'Point', 'coordinates': [-117.24781, 47.63516]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063012402
7SAYGDEE9T,Pierce,Fircrest,WA,98466,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,28,295576704,"{'type': 'Point', 'coordinates': [-122.53781, 47.23075]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072311
YV4EK3ZL7T,King,Seattle,WA,98108,2026,VOLVO,EX30,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,294952801,"{'type': 'Point', 'coordinates': [-122.31449, 47.53917]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900
7SAYGDEE0T,Snohomish,Lake Stevens,WA,98258,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,281353530,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061052604
7FCEHEB21T,Spokane,Airway Heights,WA,99001,2026,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,6,295718650,"{'type': 'Point', 'coordinates': [-117.59311, 47.6443]}",BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010401
3GPKHXRJ4T,Snohomish,Lynnwood,WA,98087,2026,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,290160902,"{'type': 'Point', 'coordinates': [-122.2552, 47.86508]}",PUGET SOUND ENERGY INC,53061041816
7SAYGDEE7T,King,Seattle,WA,98177,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,280409741,"{'type': 'Point', 'coordinates': [-122.37238, 47.74068]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
7SAYGDEE8T,Snohomish,Lynnwood,WA,98036,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,283469455,"{'type': 'Point', 'coordinates': [-122.29245, 47.82557]}",PUGET SOUND ENERGY INC,53061051402
7SAYGDEE6T,Kittitas,Ellensburg,WA,98926,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,13,286020969,"{'type': 'Point', 'coordinates': [-120.54872, 46.99703]}",PUGET SOUND ENERGY INC,53037975300
7SAYGDEE2T,Kitsap,Poulsbo,WA,98370,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,292546299,"{'type': 'Point', 'coordinates': [-122.64681, 47.73689]}",PUGET SOUND ENERGY INC,53035090502
7SAYGDEE2T,Cowlitz,Kalama,WA,98625,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,20,296473075,"{'type': 'Point', 'coordinates': [-122.84226, 46.00813]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001601
